Brand,Price,Ton,BEE_rating,Avg_Rating,Reviews,Rated_reviews,Type,Inverter,Convertible,Condenser Coil,Power Consumption,Noise level,Refrigerant,Ambient Temperature,WiFi Enabled,Warranty
Voltas,35390,1.5,3,4.2,13,1,Split,Yes,No,Copper,1036,45,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
Hitachi,36999,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1012,36,R32,Not Available,No,"1 Year on Product, 5 Years on Controller and 10 Years on Compressor"
Whirlpool,33800,1.5,5,4.1,"2,125",308,Split,Yes,Yes,Copper,1029,45,R32,Not Available,No,"1 Year Warranty on Product, 1 Year on Condenser and 10 Years on Compressor from Whirlpool"
Panasonic,50990,1.5,5,4.2,151,29,Split,Yes,No,Copper,848,47,R32,Not Available,Yes,"1 Year Comprehensive Warranty on Product, 4 Years on PCB and ODU Casing and 9 Years On Compressor"
Lg,49490,2,5,4.1,140,7,Split,Yes,No,Copper,2090,34,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Sansui,32490,1.5,3,4.2,"1,270",202,Split,Yes,No,Copper,1585,44,R32,Not Available,No,1 Year on Product and 5 Years on Compressor
Livpure,42990,1.5,4,4.2,"2,583",579,Split,Yes,No,Copper,1360,48,R32,Not Available,Yes,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Panasonic,44486,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,848,48,Not Available,Not Available,Yes,"1 Year on Product, 5 Year on PCB and 5 Years on Compressor from Panasonic"
Lg,39990,1,3,4.5,15,2,Split,Yes,No,Copper,1050,21,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging from LG"
Daikin,45700,1.5,4,4.2,"2,453",233,Split,Yes,No,Copper,1415,35,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Godrej,33999,1.5,3,4.1,108,19,Split,Yes,No,Copper,1700,49,R32,Not Available,No,"1 Year Condenser Coil Warranty, 10 Years Compressor Warranty"
Samsung,37990,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,24,Yes,Not Available
Blue Star,34460,1.5,3,4.1,19,6,Window,No,No,Copper,1510,55,R32,17,No,1 Year Warranty on Product and 5 Years on Compressor
Samsung,31490,1,4,4.1,"2,012",302,Split,Yes,No,Copper,1060,21,Not Available,52,No,"10 Years on Compressor, 5 Years on PCB and 5 Years on Condenser."
Whirlpool,35990,1.5,5,4.5,11,2,Split,Yes,No,Copper,1890,37,R32,55,Yes,1 Year on Product and Condenser and 10 Years on Compressor
Lg,39990,1,3,4.6,16,3,Split,Yes,No,Copper,604,21,R32,Not Available,Yes,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from LG"
Voltas,31990,1,4,4.3,83,7,Split,Yes,No,Copper,1130,41,R32,52,No,1 Year Comprehensive and 4 Years Compressor Warranty from Voltas
Lloyd,29901,1.5,3,4.2,212,30,Window,No,No,Not Available,1676,52,R22,Not Available,Not Available,1 Year on Product & 5 Years on Compressor
Godrej,46999,2,3,3.8,6,0,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,50,No,Not Available
Voltas,37499,1.5,3,4.2,"3,720",493,Split,Yes,No,Copper,1520,46,R32,Not Available,No,1 Year Manufacturer Warranty
Voltas,34990,1.5,5,4.2,64,5,Window,No,No,Not Available,1495,54,R22,Not Available,No,1 Year on Product and 4 Years on Compressor
Godrej,46999,2,3,3.8,6,0,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,50,No,Not Available
Voltas,37499,1.5,3,4.2,"3,720",493,Split,Yes,No,Copper,1520,46,R32,Not Available,No,1 Year Manufacturer Warranty
Voltas,28990,1,3,4.4,5,0,Split,No,No,Copper,980,45,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Lumx,28990,1.5,5,4.4,32,2,Split,No,No,Copper,1440,43,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor from Lumx"
Lg,34000,1,3,4.4,77,13,Split,Yes,No,Copper,Not Available,Not Available,R410A,Not Available,No,10 Years on Compressor.
Samsung,54670,1.5,5,4,13,1,Split,Yes,No,Copper,743,45,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Haier,30990,1,3,4.6,5,0,Split,Yes,No,Copper,1200,37,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor From Haier
O General,52990,1.5,5,2,4,0,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Lg,35990,1,5,4.3,237,36,Split,Yes,No,Copper,1080,21,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Blue Star,57999,2,4,3.8,13,3,Split,Yes,No,Copper,1770,49,Not Available,52,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Hitachi,52399,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,2420,59,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor from Hitachi
Panasonic,47518,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Whirlpool,47889,1,4,4.3,23,4,Split,Yes,No,Copper,1500,30,Not Available,Not Available,No,"1 Year on Comprehensive Unit , 10 years on compressor & 1 year on condensor"
Panasonic,48990,1,3,4.4,45,4,Split,Yes,No,Copper,880,45,R32,50,No,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
Whirlpool,36499,1.5,3,4.1,137,14,Split,Yes,No,Copper,920,35,Not Available,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Whirlpool"
Lg,40769,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,5500,31,R32,Not Available,No,"1 Year on Product, 5 Year on PCB, 10 Year on Compressor"
Voltas,26900,1,5,3.9,12,3,Window,No,No,Copper,1050,56,R32,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor from Voltas
Samsung,31990,1.5,4,4.2,"24,029","2,445",Split,Yes,No,Copper,1748,52,Not Available,Not Available,No,1 Year comprehensive and 10 years on Compressor
Panasonic,40989,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1122,38,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor from Panasonic
Daikin,43500,1.5,5,4.2,"2,453",233,Split,Yes,No,Copper,1752,35,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Lg,35999,1,5,4.5,22,6,Split,Yes,No,Copper,680,21,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from LG"
Carrier,29545,1,3,Not Available,Not Available,Not Available,Window,No,No,Copper,1120,47,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
Daikin,41990,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Whirlpool,33500,1,5,4.5,59,11,Split,No,No,Aluminium,830,Not Available,Not Available,Not Available,No,"1 Year on Unit, 5 Years on Condensor & 10 Years on Compressor"
Panasonic,36990,1.5,3,4.3,"9,607","1,169",Split,Yes,No,Copper,1056,43,R32,Not Available,Yes,"1 Year Product Warranty, 10 Years Compressor Warranty, 5 Years PCB  Warranty"
Panasonic,47748,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1435,40,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Voltas,37900,1.5,5,3.9,12,2,Window,No,No,Copper,1350,42,Not Available,Not Available,No,1 Year on Product and 7 Years on Compressor from Voltas
Carrier,39490,2,3,Not Available,Not Available,Not Available,Window,No,No,Copper,1942,57,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
Panasonic,42129,1.5,5,4.8,5,1,Split,Yes,No,Copper,840,46,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor"
Samsung,43189,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1240,35,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
Sansui,28990,1.5,3,4.2,"1,270",202,Split,Yes,No,Copper,1352,38,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Sansui
Samsung,36259,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1700,35,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
Carrier,32999,1.5,3,4.2,767,76,Window,No,No,Copper,1550,58,R32,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor from Carrier
Whirlpool,30990,1,5,4,"2,918",336,Split,Yes,Yes,Copper,1080,45,R32,35,No,Not Available
Panasonic,41990,1,3,4.2,151,29,Split,Yes,No,Copper,576,43,R32,Not Available,Yes,"1 Year Comprehensive Warranty on Product, 4 Years on PCB and ODU Casing and 9 Years On Compressor"
Lg,45999,1.5,5,4.4,133,9,Split,Yes,No,Copper,835,31,R32,52,No,1 Year Warranty on Product and 10 Years on Compressor From LG
Blue Star,39900,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1600,43,R32,Not Available,No,1 Year on Product and 10 Years on Compressor
Voltas,34990,1.5,3,4.2,572,38,Split,Yes,No,Copper,1540,46,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Blue Star,53999,2,3,4.5,11,0,Split,No,No,Copper,1760,39,R32,52,No,1 Year on Product and 5 Years on Compressor from Blue Star
Godrej,39999,1.5,3,4.4,209,16,Split,Yes,No,Copper,865,34,R32,50,No,1 Year on Product and Condenser Coil Warranty and 10 Years on Compressor from Godrej
Haier,29962,1.5,5,4.1,156,18,Window,No,No,Copper,1495,50,Not Available,Not Available,No,1 Year on Product and Condenser and 10 Years on Compressor From Haier
Hitachi,34999,1,3,3.9,"2,691",279,Split,Yes,No,Copper,585,36,R32,52,No,1 Year Warranty on Complete Product and 10 Years on Compressor
Hitachi,33990,1.5,5,4.1,263,20,Split,Yes,No,Copper,1730,36,R410A,Not Available,No,Not Available
Lloyd,39400,1.5,4,3.3,7,1,Split,Yes,No,Copper,1077,40,R32,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
Daikin,52498,1.5,4,4.3,458,43,Split,Yes,No,Copper,1665,54,Not Available,Not Available,No,1 Year Warranty on Product
Haier,35940,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1451,41,R32,Not Available,No,5 Years Comprehensive Warranty (Including Gas) and 12 Years Compressor Warranty from Haier
Hitachi,27490,1,3,4.2,"2,101",254,Window,No,No,Copper,789,50,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Panasonic,39740,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1660,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Lg,47490,1.5,3,4.2,49,10,Split,Yes,No,Copper,1420,28,R410A,Not Available,No,1 Year Comprehensive and 9 Years on Compressor
Daikin,50990,1.8,3,4.2,"2,453",233,Split,Yes,No,Copper,1890,38,R32,Not Available,No,1 Year on Product and 5 Years on Compressor from Daikin
Haier,35499,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1630,59,Not Available,Not Available,No,1 Year on Product and 12 Years on Compressor from Haier
Blue Star,32700,1.5,5,4.2,17,2,Window,No,No,Copper,1167,56,Not Available,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor
Blue Star,34490,1,4,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Lloyd,36999,1.5,3,4,7,0,Window,Yes,No,Copper,1149,53,R32,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd
Carrier,50999,2,3,4.2,663,69,Split,Yes,No,Copper,1985,39,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor from Carrier
O General,50499,1.5,3,4,35,4,Split,No,No,Copper,Not Available,Not Available,R410A,Not Available,No,1 Year Manufacturer Warranty
Toshiba,59490,1.8,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1850,40,R32,Not Available,No,"1 Year on product, 5 year on Compressor"
Daikin,46890,1.5,5,4.1,211,17,Split,Yes,No,Copper,1650,45,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Samsung,38569,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1490,45,R32,Not Available,No,1 Year Standard Warranty on Product and 10 Years on Compressor
Hitachi,49500,2,3,4.2,"2,029",320,Split,Yes,No,Copper,2350,37,R410A,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor
Carrier,33950,1.5,5,4,2,1,Window,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Carrier,37500,1.5,5,4.2,663,69,Split,Yes,No,Copper,1750,37,R32,52,No,1 Year Domestic Warranty on Product and 10 Years on Compressor
Voltas,38990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1590,52,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Lg,36990,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,3283,20,R32,Not Available,No,"1 Year on Product, 5 Year on PCB, 10 Year on Compressor"
Daikin,36740,1,5,3.7,23,1,Split,Yes,No,Copper,999,26,R32,Not Available,No,1 Year on Product and 10 Years on Compressor From Daikin
Voltas,32000,1,5,Not Available,Not Available,Not Available,Split,No,No,Copper,1000,38,R32,Not Available,No,1 Year on Product and Condenser and 5 Years on Compressor from Voltas
Panasonic,75000,1.5,4,Not Available,Not Available,Not Available,Split,No,No,Copper,1430,48,Not Available,46,No,1 Year on Product and 4 Years on Compressor
Carrier,47686,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1380,37,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Croma,32990,1,3,4.3,3,0,Split,Yes,No,Copper,880,52,R32,Not Available,No,"1 Year on Product, 5 Years on Condenser and 10 Years on Compressor"
Lloyd,35399,1.5,3,4.3,35,1,Split,No,No,Copper,1114,57,Not Available,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor from LLOYD
Croma,32990,1.6,5,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,1680,49,R32,Not Available,No,1 Year on Product and 10 Years on Compressor
Daikin,45990,1.5,5,4.2,20,2,Split,Yes,No,Copper,756,47,Not Available,Not Available,No,1 Year Warranty on Product and 10 Years on Compresser
Lg,37990,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,3850,21,R32,Not Available,No,"1 Year on Product, 5 Year on PCB, 10 Year on Compressor"
Panasonic,38500,1.5,3,5,3,0,Split,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available
Croma,27490,1.5,3,4.4,46,4,Window,No,No,Copper,1252,54,R32,Not Available,No,1 Year on Machine 5 Years on Compressor From Croma
Carrier,41990,1.5,3,4.3,103,9,Split,Yes,No,Copper,1750,37,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor from Carrier
Lg,43000,1.5,3,4.3,237,36,Split,Yes,No,Copper,1740,26,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Blue Star,44990,1.5,5,4.3,12,1,Split,Yes,No,Copper,1375,Not Available,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Lg,43170,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,521,23,R32,52,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging"
Lg,49499,1.5,3,4.3,247,43,Split,Yes,No,Copper,1440,31,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Marq By Flipkart,26990,1.5,3,4.3,"19,450","2,746",Split,Yes,No,Copper,1039,31,R32,48,No,1 Year on Product and 5 Years on Compressor
Godrej,33399,1.5,3,4.4,21,0,Split,Yes,No,Copper,1570,62,R32,Not Available,No,1 Year Comprehensive and 10 Years Warranty On Inverter Compressor from Godrej
O General,63499,1.8,3,4.3,28,5,Split,No,No,Copper,Not Available,Not Available,R410A,Not Available,No,1 Year Manufacturer Warranty
Voltas,35499,1.5,3,4.2,"3,616",313,Split,Yes,No,Copper,1590,52,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor from Voltas
Hitachi,48450,1.5,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,897,36,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor
Blue Star,32900,1.5,3,4.3,869,105,Window,No,No,Copper,1530,58,R22,50,No,1 Year on Product and 5 Years on Compressor from Blue Star
Lg,37990,1.5,5,4.3,"9,464","1,217",Split,Yes,Yes,Copper,1740,26,R32,52,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Lg,44000,1.5,3,4.9,23,5,Split,Yes,No,Copper,1740,26,R32,Not Available,No,"10 Years on Compressor with free gas recharge*, 5 Years on PCB*"
Lloyd,48999,2,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1386,43,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor
Haier,31890,1.5,3,4.4,93,9,Split,No,No,Copper,1451,40,R32,Not Available,No,"1 Year on Product (Comprehensive), 6 Years on Compressor."
Lloyd,28999,1.5,4,4.3,224,21,Window,No,No,Copper,1700,53,R32,Not Available,No,Not Available
Daikin,35661,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1145,27,R32,54,No,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Lloyd,38990,1.5,5,Not Available,Not Available,Not Available,Split,No,No,Copper,1440,42,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
Godrej,37345,1.5,3,Not Available,Not Available,Not Available,Split,Yes,Yes,Copper,840,43,R32,52,No,1 Year Warranty on Product and 10 Years on Compressor
Lg,34490,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1050,21,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging from LG"
Lg,34490,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1050,21,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging from LG"
Vg,34990,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1451,39,R22,Not Available,No,1 Year Warranty on Product and 5 Years on Compressor
Haier,37999,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,997,41,Not Available,Not Available,No,1 Year Warranty on Product and 12 Years on Compressor from Haier
Hitachi,35490,1.5,5,2.6,7,1,Split,No,No,Copper,1475,94,Not Available,Not Available,No,1 Year on Product and 10 Years on Compressor from Hitachi
Croma,29990,1.5,3,4.3,16,1,Window,No,No,Copper,1252,53,R32,Not Available,No,1 Year on Machine 5 Years on Compressor From Croma
Livpure,38990,1,5,4.2,"2,583",579,Split,Yes,No,Copper,1080,45,R32,50,Yes,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor"
Daikin,43499,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,940,27,R32,54,Yes,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Hitachi,36490,1.5,3,3.9,"2,691",279,Split,Yes,No,Copper,1098,36,R32,52,No,1 Year Warranty on Complete Product and 10 Years on Compressor
Lumx,28500,1.5,3,3.8,20,0,Split,Yes,No,Copper,1600,43,R32,Not Available,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor from Lumx"
Hitachi,35999,1.5,4,3.8,4,0,Split,No,No,Not Available,Not Available,Not Available,Not Available,25,No,Not Available
Daikin,54999,1.5,5,3.9,44,10,Split,Yes,No,Copper,1325,32,R32,54,Yes,"1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor"
Hisense,30999,1,3,4.2,"1,548",269,Split,Yes,Yes,Copper,960,44,R32,48,No,5 Years Standard Warranty on Product and 10 Years on Compressor
Lloyd,36879,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1642,35,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Lg,40250,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1465,31,R32,Not Available,No,"1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor"
Micromax,27499,1,3,4.2,"1,240",185,Split,No,No,Copper,723,40,R410A,Not Available,No,1 Year on Complete Unit and 5 Years on Compressor from Micromax
Voltas,29898,1,3,4.1,80,9,Split,Yes,No,Copper,1130,39,R32,52,No,"1 Year on Product, 1 Year on Condenser and 5 Years on Compressor From Voltas"
Samsung,38500,1.5,5,3.7,27,1,Split,Yes,No,Copper,1044,45,Not Available,Not Available,No,"1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor"
Panasonic,37990,1.5,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,962,47,R32,Not Available,Yes,1 Year Warranty on Product and 10 Years on Compressor
Onida,34490,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,940,37,R32,Not Available,No,1 Year on Product and 5 Year on Compressor from Onida
Daikin,54399,1.8,5,4,28,4,Split,Yes,No,Copper,2000,56,Not Available,Not Available,No,1 Year Warranty on Product
Hitachi,39020,1.5,3,3.4,5,0,Window,No,No,Copper,1122,45,R32,52,No,Not Available
Panasonic,35999,1,5,Not Available,Not Available,Not Available,Split,Yes,No,Copper,915,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Daikin,41000,1.5,3,4.3,522,48,Split,No,No,Copper,Not Available,51,R32,Not Available,No,1 Year on Total Unit and 5 Years on Compressor
Panasonic,36990,1.5,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1660,38,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 5Years on Compressor
Panasonic,35999,1,4,Not Available,Not Available,Not Available,Split,Yes,No,Copper,915,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Blue Star,37999,1.5,4,3.9,25,3,Window,Yes,No,Copper,5190,52,R32,50,No,1 Year on Product and 5 Years on Compressor from Blue Star
Panasonic,41500,1.5,5,4.4,56,9,Split,Yes,No,Copper,1630,48,R32,50,No,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
Whirlpool,39990,1.5,4,4.8,8,1,Split,Yes,No,Copper,1365,43,R32,Not Available,No,1 Year Warranty on Product and 10 Years on Compressor
Hitachi,36490,1.5,3,3.9,"2,691",279,Split,Yes,No,Copper,1730,36,R410A,Not Available,No,Not Available
Daikin,51200,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
Lg,45999,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,5800,31,R32,Not Available,No,"1 Year on Product, 5 Year on PCB, 10 Year on Compressor"
O General,43000,1.5,3,3.2,5,1,Window,No,No,Copper,1410,42,Not Available,Not Available,No,1 Year Warranty and 1 Year Compressor Warranty on OGeneral
Samsung,39490,1,3,4.4,32,2,Split,Yes,No,Aluminium,1060,48,Not Available,Not Available,No,5 Years on Condenser and 10 Years on Compressor
Panasonic,58749,1.5,2,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1845,42,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Onida,42999,1.6,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1560,41,R32,Not Available,No,1 Year on Product and 5 Year on Compressor from Onida
Daikin,69014,1.8,3,3.4,5,1,Split,Yes,No,Copper,1665,49,Not Available,Not Available,No,1 Year on Product and 5 Years on Compressor
Daikin,39940,1.5,3,3.7,15,2,Split,Yes,No,Copper,1670,32,R32,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor
Hitachi,24999,1,3,4.2,"3,609",408,Window,No,No,Not Available,1340,50,R22,Not Available,No,1 Year on Product and 5 Years Warranty on Compressor
Carrier,49990,2,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1665,40,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
Panasonic,37963,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1600,40,Not Available,Not Available,No,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Croma,39990,2,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1291,55,R32,Not Available,No,1 Year on Product and 10 Years Warranty on Compressor from Croma
Blue Star,35900,1,5,4.3,72,13,Split,Yes,No,Copper,669,62,R32,52,No,1 Year Warranty on Product and 10 Years on Inverter Compressor
Daikin,47692,1.8,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1855,45,R32,50,No,1 Year Warranty on Product and 5 Years on Compressor
Carrier,37679,1.5,4,Not Available,Not Available,Not Available,Split,No,No,Copper,1118,38,Not Available,Not Available,No,1 Year Comprehensive Warranty on Product and 5 Years on Compressor
Midea,28999,1,3,3.4,25,1,Split,No,No,Copper,980,32,R32,52,No,1 Year Warranty on Product and 10 Years on Compressor
Panasonic,43000,1.5,3,4.5,152,22,Split,Yes,No,Copper,1650,48,R32,50,No,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
Lg,39990,1.5,5,4.7,18,1,Split,Yes,No,Copper,1050,26,R32,Not Available,No,1 Year Comprehensive Warranty on Product and 10 Years on Compressor (With Gas Charging)
Onida,31499,1.5,3,4.5,35,3,Split,Yes,No,Copper,1820,51,Not Available,58,No,1 Year Warranty on Product and 5 Years on Compressor from Onida
Blue Star,37989,1.5,3,4.2,"1,758",167,Split,No,No,Copper,1124,62,R32,52,No,1 Year Warranty on Product and 5 Years on Compressor
Lg,52990,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,3650,21,R32,Not Available,No,1 Year on Product
Croma,31990,1.5,4,Not Available,Not Available,Not Available,Window,No,No,Copper,1470,54,R32,Not Available,No,1 Year Comprehensive Warranty and 5 Years on Compressor
Carrier,29590,1,3,4.3,8,1,Window,No,No,Not Available,1280,48,R22,Not Available,Not Available,1 Year on Complete Unit and 4 Years on Compressor
Panasonic,48605,2,3,Not Available,Not Available,Not Available,Split,No,No,Copper,1143,47,Not Available,Not Available,Yes,"1 Year on Product, 5 Year on PCB and 5 Years on Compressor from Panasonic"
Toshiba,34490,1,5,5,1,1,Split,Yes,No,Copper,1200,36,R32,Not Available,No,"1 Year on product, 5 year on Compressor"
Godrej,28990,1,3,3.8,13,1,Split,Yes,No,Copper,780,32,R32,50,No,1 Year on Product and Condenser Coil Warranty and 10 Years on Compressor from Godrej
Voltas,41190,1.5,3,3.4,20,5,Split,Yes,No,Copper,1450,46,R32,52,No,1 Year Warranty on Product and 10 Years on Compressor
Toshiba,41500,1.5,3,3.8,21,4,Split,Yes,No,Copper,1660,39,R32,Not Available,No,"1 Year on product, 5 year on Compressor"
Samsung,36999,1.5,3,4.6,13,1,Split,Yes,No,Copper,1748,52,Not Available,Not Available,No,"1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Samsung"
Thomson,28799,1,3,4.2,392,89,Split,Yes,Yes,Copper,1095,44,R32,Not Available,No,1 Year on Product and 10 Years on Compressor Warranty
Panasonic,38900,1,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1050,38,Not Available,Not Available,Yes,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Haier,31990,1.5,3,Not Available,Not Available,Not Available,Split,Yes,No,Copper,1089,29,R32,60,No,1 Year Warranty on Product and 12 Years on Compressor
